ProductID,Product,Category_ID,Sub_Category,Brand,Sale_Price,Market_Price,Type,Rating
7754,Utility Knife - Fantastiqe,5002,Kitchen Accessories,Anjali,79,99,Knives & Peelers,3.6
7755,Onion Grater - Stainless Steel,5002,Kitchen Accessories,Ritu,159,215,Choppers & Graters,2.2
7756,Salt & Papper Shaker Set - With Stand,5002,Kitchen Accessories,Ritu,95,130,Kitchen Tools & Other Accessories,3.6
7757,"Body Bath Loofah/Sponge/Scrubber - Hangable - Grey, BH002GRY",5002,Kitchen Accessories,BB Home,139,139,Kitchen Tools & Other Accessories,4
7758,"Kitchen Tool - Stainless Steel, 13 Inch",5002,Kitchen Accessories,Classic Essentials,175,399,"Strainer, Ladle, Spatula",4.3
7759,"Steel Skimmer - Big, Classic Diana Series, BBKT30",5002,Kitchen Accessories,BB Home,99,159,"Strainer, Ladle, Spatula",4.4
7760,Bamboo Wood Flat Stirrer - 4.5 Inch,5002,Kitchen Accessories,Bamboooz,115,199,Kitchen Tools & Other Accessories,4.1
7761,"Steel Kitchen Fruits & Vegetable Storage Rack/Trolley/Stand, 3 Layer - Round, VR10237",5002,Kitchen Accessories,HAZEL,3299,3299,Kitchen Tools & Other Accessories,
7762,Chopping Board No.3 Wooden Colour,5002,Kitchen Accessories,Ritu,119,215,Choppers & Graters,4
7763,"Stainless Steel Serving Spoon - No. 11, Silvera",5002,Kitchen Accessories,Anjali,75,95,"Strainer, Ladle, Spatula",4
7764,"Table Coaster With Stand - Square, Teak Wood, Brown",5002,Kitchen Accessories,Kvg,399,749,Kitchen Tools & Other Accessories,3.2
7765,Stainless Steel Multipurpose Cook Knife - Red,5002,Kitchen Accessories,Ritu,89,120,Knives & Peelers,2
7766,knife - Vegetable Cutting,5002,Kitchen Accessories,Cartini by Godrej,75,79,Knives & Peelers,3.9
7767,Gripper Knife & Peeler Set - Stainless Steel,5002,Kitchen Accessories,Kvg,149,229,Knives & Peelers,3.8
7768,Collapsible Round Silicone Funnel - Blue,5002,Kitchen Accessories,Cook4U,79,149,Kitchen Tools & Other Accessories,4.4
7769,"Steel Kitchen Fruits and Vegetable Storage Rack/Trolley/Stand,4 Layer - Round, VR10238",5002,Kitchen Accessories,HAZEL,3999,3999,Kitchen Tools & Other Accessories,5
7770,"Stainless Steel Serving Spoon - No. 13, Silvera",5002,Kitchen Accessories,Anjali,69,118,"Strainer, Ladle, Spatula",2.9
7771,"Stainless Steel Noodle Server - No. 13, Silvera",5002,Kitchen Accessories,Anjali,90,118,"Strainer, Ladle, Spatula",4.1
7772,"Body Bath Loofah/Sponge/Scrubber With Support Band - Brown, BH033",5002,Kitchen Accessories,BB Home,129,129,Kitchen Tools & Other Accessories,
7773,Knife - Slicing,5002,Kitchen Accessories,Cartini by Godrej,75,79,Knives & Peelers,3.2
7774,Onion Chopper - Chopstar,5002,Kitchen Accessories,Anjali,169,212,Choppers & Graters,3
7775,Knife - Easy Chopping,5002,Kitchen Accessories,Cartini by Godrej,119,131,Knives & Peelers,4.3
7776,"Steel Dal/Gravy Basting Spoon - Medium, Premium Gem Series, BBST27",5002,Kitchen Accessories,BB Home,99,149,"Strainer, Ladle, Spatula",4.4
7777,"Atta Chalan - Stainless Steel, Size- No.8",5002,Kitchen Accessories,Kvg,149,179,Kitchen Tools & Other Accessories,3.5
7778,Pointed Knife with Plastic Handle - Stainless Steel,5002,Kitchen Accessories,Xishifeng,59,89,Knives & Peelers,
7779,PVC Handle Meat Chopping Knife - Black (32cm),5002,Kitchen Accessories,Fackelmann,275,299,Knives & Peelers,3.7
7780,"Plastic Gas Stove Legs - Anti Slip, Assorted Colour",5002,Kitchen Accessories,Ritu,109,142,Kitchen Tools & Other Accessories,4.4
7781,Salt & Peeper Shaker Masala Dabbi With Window,5002,Kitchen Accessories,Ritu,89,125,Kitchen Tools & Other Accessories,3.2
7782,Chopping/Cutting Board Combo Bamboo Wood,5002,Kitchen Accessories,Bamboooz,229,399,Choppers & Graters,3.1
7783,"Polpat - Plastic, Medium",5002,Kitchen Accessories,Ritu,229,300,Kitchen Tools & Other Accessories,3.2
7784,"Vegetable-Fruit String Chopper - 3 Blades With 1 Lassi/Whisk Blade, Green",5002,Kitchen Accessories,Master,269,490,Choppers & Graters,3.4
7785,Piping Bag & Patisserie,5002,Kitchen Accessories,Fackelmann,329,349,Kitchen Tools & Other Accessories,1.7
7786,Karanji Cutter - Royal,5002,Kitchen Accessories,Anjali,50,59,Kitchen Tools & Other Accessories,4.1
7787,Potato Masser - Heavy Round Base,5002,Kitchen Accessories,Ritu,99,135,Kitchen Tools & Other Accessories,
7788,"Skimmer/Deep Fry Spoon - Nylon Wooden, Pink, Bb-1155_2",5002,Kitchen Accessories,Casasunco,199,289,"Strainer, Ladle, Spatula",
7789,Vegetable/Fruit String Chopper - Assorted Colour,5002,Kitchen Accessories,Ritu,299,410,Choppers & Graters,3.4
7790,Plastic Cylinder Trolley Hexa - Red,5002,Kitchen Accessories,Ritu,199,270,Kitchen Tools & Other Accessories,2.8
7791,Nicer Dicer,5002,Kitchen Accessories,IRICH,475,1195,Choppers & Graters,2.6
7792,"Stainless Steel Curry Ladle - No. 9, Silvera",5002,Kitchen Accessories,Anjali,65,82,"Strainer, Ladle, Spatula",2.6
7793,"Ice Serving Scoop - Foldable, Plastic",5002,Kitchen Accessories,KM,109,170,Kitchen Tools & Other Accessories,
7794,"Juicer, Multi Purpose",5002,Kitchen Accessories,Anjali,449,735,Kitchen Tools & Other Accessories,2.7
7795,"Stainless Steel Serving Spoon - No. 9, Silvera",5002,Kitchen Accessories,Anjali,65,82,"Strainer, Ladle, Spatula",4
7796,"Steel Dal/Gravy Basting Spoon - Big, Premium Gem Series, BBKT22",5002,Kitchen Accessories,BB Home,129,199,"Strainer, Ladle, Spatula",4.7
7797,"Stainless Steel Slotted Serving Spoon - No. 11, Silvera",5002,Kitchen Accessories,Anjali,75,95,"Strainer, Ladle, Spatula",3.6
7798,Multi Jar/Can Opener - Plastic,5002,Kitchen Accessories,NSH,175,299,Kitchen Tools & Other Accessories,
7799,S.S.Lovely Gas Lighter-Patent Design Regd.,5002,Kitchen Accessories,Ritu,109,148,Lighters,5
7800,"Ice Cream Spoon - Silicon Handle, Red, BB119",5002,Kitchen Accessories,H&B,119,130,Kitchen Tools & Other Accessories,
7801,Nylon Skimmer - Black,5002,Kitchen Accessories,Ebpowon,149,235,"Strainer, Ladle, Spatula",
7802,Fruit Juicer,5002,Kitchen Accessories,Crystal,449,675,Kitchen Tools & Other Accessories,2
7803,"Stainless Steel Multipurpose Fruit Basket - With Cover, 18 cm",5002,Kitchen Accessories,Elephant,415,755,Kitchen Tools & Other Accessories,3.1
7804,Atta Maker,5002,Kitchen Accessories,Crystal,269,500,Kitchen Tools & Other Accessories,4.1
7805,"Pot Holder - Tong, Silicon, Heat Resistant, BB162 Orange",5002,Kitchen Accessories,Cook4U,89,149,Kitchen Tools & Other Accessories,
7806,Pointed Knife 10 cm 3 Rivet Handle,5002,Kitchen Accessories,Ritu,110,110,Knives & Peelers,
7807,Leaf Tea Infuser Stainless Steel Strainer Filter With Drip Tray,5002,Kitchen Accessories,TGL Co.,245,350,"Strainer, Ladle, Spatula",3.3
7808,Nylon with White PVC Handle - Long Head Sliced Turner,5002,Kitchen Accessories,Fackelmann,185,199,"Strainer, Ladle, Spatula",4.2
7809,"Stainless Steel Slotted Serving Spoon - No. 9, Silvera",5002,Kitchen Accessories,Anjali,65,82,"Strainer, Ladle, Spatula",3.9
7810,"Slotted/Frying/Cooking Spoon - Nylon & Wooden, Pink, Bb-1152_1",5002,Kitchen Accessories,Casasunco,199,299,"Strainer, Ladle, Spatula",
7811,"Slotted Turner - Nylon, Silicon Handle, Blue",5002,Kitchen Accessories,H&B,159,299,"Strainer, Ladle, Spatula",
7812,"Stainless Steel Slotted Serving Spoon - No. 13, Silvera",5002,Kitchen Accessories,Anjali,90,118,"Strainer, Ladle, Spatula",4.1
7813,"Kitchen Knife - Silver & Black, Stainless Steel, BB1009",5002,Kitchen Accessories,KINGSTA,199,279,Knives & Peelers,
7814,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Grey, BH011GRY",5002,Kitchen Accessories,BB Home,219,219,Kitchen Tools & Other Accessories,
7815,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Blue, BH011BLU",5002,Kitchen Accessories,BB Home,219,219,Kitchen Tools & Other Accessories,
7816,"Slotted/Frying/Cooking Spoon - Nylon & Wooden, Blue, Bb-1152",5002,Kitchen Accessories,Casasunco,199,299,"Strainer, Ladle, Spatula",
7817,"Skimmer Jhara - Large, Silicon Handle, Red",5002,Kitchen Accessories,H&B,169,299,"Strainer, Ladle, Spatula",
7818,"Stainless Steel Cutlery Holder - Sunflower Design, Size 4",5002,Kitchen Accessories,Swastik Steel,129,190,Kitchen Tools & Other Accessories,3.2
7819,Super Dicer,5002,Kitchen Accessories,Crystal,475,999,Choppers & Graters,2
7820,"Fruit Corer - Silicon Handle, Green",5002,Kitchen Accessories,H&B,129,199,Kitchen Tools & Other Accessories,
7821,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Pink, BH011PNK",5002,Kitchen Accessories,BB Home,219,219,Kitchen Tools & Other Accessories,
7822,"Slotted Turner - Nylon, Silicon Handle, Green",5002,Kitchen Accessories,H&B,169,299,"Strainer, Ladle, Spatula",
7823,Peeler Big Pipe Handle-Bristle Pack,5002,Kitchen Accessories,Ritu,39,50,Knives & Peelers,1
7824,Stainless Steel - Wine Server,5002,Kitchen Accessories,Fackelmann,99,149,Kitchen Tools & Other Accessories,4
7825,Steak Knife 9 cm Soft Grip Handle New Handle,5002,Kitchen Accessories,Ritu,65,88,Knives & Peelers,5
7826,Ovel - AA 240 Open,5002,Kitchen Accessories,Gift Basket,240,240,Kitchen Tools & Other Accessories,1
7827,"Nylon Fruit Corer - Maroon, BB 120",5002,Kitchen Accessories,H&B,119,149,Kitchen Tools & Other Accessories,
7828,"Knife - Pointed End, 8 Inch",5002,Kitchen Accessories,Crystal,109,115,Knives & Peelers,3.9
7829,"Fruit Corer - Silicon Handle, Blue",5002,Kitchen Accessories,H&B,119,199,Kitchen Tools & Other Accessories,3.5
7830,"Juicer - Fruit & Vegetable, Light Green",5002,Kitchen Accessories,Ganesh,1071,1071,Kitchen Tools & Other Accessories,2
7831,"Chopper - Compact, Yellow",5002,Kitchen Accessories,Ganesh,450,450,Choppers & Graters,
7832,6 sided Vegetable - Cutting - Scraping - Grater - Steel,5002,Kitchen Accessories,Seven seas,449,449,Choppers & Graters,
7833,"Tea Strainer - Stainless Steel, Silver, Bb-667",5002,Kitchen Accessories,DP,199,199,"Strainer, Ladle, Spatula",
7834,True Edge Knife Set With Board 43000,5002,Kitchen Accessories,Prestige,595,595,Knives & Peelers,
7835,"Dining Mat With Coasters Plastic - Multicolour, BB172-0",5002,Kitchen Accessories,DP,139,139,Kitchen Tools & Other Accessories,
7836,"Dining Mat With Coasters Plastic - Green, BB172-3",5002,Kitchen Accessories,DP,139,139,Kitchen Tools & Other Accessories,
7837,"Dining Mat With Coasters Plastic - Multicolour, BB172-4",5002,Kitchen Accessories,DP,139,139,Kitchen Tools & Other Accessories,5
7838,Stainless Steel Dressmaking Scissors With Purple Handle,5002,Kitchen Accessories,Cartini,340,340,Kitchen Tools & Other Accessories,
7839,Trolley - Gas Cylinder,5002,Kitchen Accessories,IRICH,495,495,Kitchen Tools & Other Accessories,
7840,Apple Divider - Red/Green,5002,Kitchen Accessories,Fackelmann,229,229,Choppers & Graters,2
7841,"Chopping-Cutting Board - Bamboo Wood, Steel Handle, BH 044",5002,Kitchen Accessories,BB Home,139,425,Choppers & Graters,4.4
7842,"Gas Stove Cleaner Brush/Stain Scrapper- Plastic & Steel, Green, Bb-759_1",5002,Kitchen Accessories,Kemei,170,170,Kitchen Tools & Other Accessories,
7843,"Mixing Egg Beater - Whisk, Stainless Steel",5002,Kitchen Accessories,FITDI,119,119,Choppers & Graters,
7844,"Steel Kitchen Fruits & Vegetable Storage Rack/Trolley/Stand,3 Layer - VR10234",5002,Kitchen Accessories,HAZEL,3699,3699,Kitchen Tools & Other Accessories,
7845,M.S.Regular Gas Lighter-Soft Grip Handle(Patent Model),5002,Kitchen Accessories,Ritu,111,111,Lighters,
7846,Stainless Steel with White PVC Handle - Skimmer,5002,Kitchen Accessories,Fackelmann,125,125,"Strainer, Ladle, Spatula",
7847,Rice Spoon - Bamboo Solid,5002,Kitchen Accessories,Fackelmann,139,139,"Strainer, Ladle, Spatula",3.6
7848,Knife Style - Vegetable (23cm),5002,Kitchen Accessories,Fackelmann,299,299,Knives & Peelers,5
7849,"Cotton Kitchen Apron - Red Checked, Free Size",5002,Kitchen Accessories,Adithya,299,299,Kitchen Tools & Other Accessories,3.8
7850,"Dining Mat With Coasters Plastic - Multicolour, BB172-12",5002,Kitchen Accessories,DP,139,139,Kitchen Tools & Other Accessories,
7851,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - White, BH011WHT",5002,Kitchen Accessories,BB Home,219,219,Kitchen Tools & Other Accessories,
7852,Stainless Steel Cookware - Tope/Patila/Handi With Lid Cover,5002,Kitchen Accessories,Omega,99,99,Kitchen Tools & Other Accessories,3.6
7853,Kitchen Knives,5002,Kitchen Accessories,IRICH,495,495,Knives & Peelers,5
7854,Veggie Cutter,5002,Kitchen Accessories,IRICH,195,195,Choppers & Graters,5
7855,Roti Folder With Flap Cover - Assorted Colour,5002,Kitchen Accessories,Adithya,171,171,Kitchen Tools & Other Accessories,5
7856,Nylon Spoons For Non Stick Cookware,5002,Kitchen Accessories,JLT,284,299,"Strainer, Ladle, Spatula",1.4
7857,Pizza Cutter - Black BB 117,5002,Kitchen Accessories,DP,230,230,Choppers & Graters,
7858,"Pushdown Strainer - Kitchen Sink, Purple, Silicone",5002,Kitchen Accessories,Cook4U,169,169,Kitchen Tools & Other Accessories,5
7859,Hand Blender - Assorted,5002,Kitchen Accessories,IRICH,395,395,Kitchen Tools & Other Accessories,2
7860,Knife - Tomato,5002,Kitchen Accessories,Fackelmann,129,129,Knives & Peelers,
7861,"Silicone Strainer - Yellow, Big, BB 630",5002,Kitchen Accessories,DP,260,260,"Strainer, Ladle, Spatula",
7862,Tea Pot-bottle-Cleaning Brush - Green BB 756,5002,Kitchen Accessories,DP,240,240,Kitchen Tools & Other Accessories,
7863,Gas Stove Cleaner - White BB 759,5002,Kitchen Accessories,DP,190,190,Kitchen Tools & Other Accessories,
7864,Premium Stainless Ladle 43123,5002,Kitchen Accessories,Prestige,135,135,"Strainer, Ladle, Spatula",
7865,"Anti Slip Shower Mat -Fish, Blue, SK585-4",5002,Kitchen Accessories,NNF,149,149,Kitchen Tools & Other Accessories,4.5
7866,Hand Chopper,5002,Kitchen Accessories,IRICH,595,595,Choppers & Graters,3.3
7867,Wooden Block Knife Set,5002,Kitchen Accessories,Seven seas,833,833,Knives & Peelers,
7868,Dough Maker,5002,Kitchen Accessories,IRICH,495,495,Kitchen Tools & Other Accessories,
7869,Lemon Squeezer - Plastic,5002,Kitchen Accessories,IRICH,395,395,Kitchen Tools & Other Accessories,
7870,Tong - Ice Cubes,5002,Kitchen Accessories,FNS,195,195,"Strainer, Ladle, Spatula",
7871,Plastic Yolk - Separator,5002,Kitchen Accessories,Fackelmann,279,279,Kitchen Tools & Other Accessories,5
7872,Grinder - Salt & Pepper,5002,Kitchen Accessories,IRICH,395,395,Kitchen Tools & Other Accessories,
7873,Kitchen Press Super-Lock System,5002,Kitchen Accessories,Ritu,399,570,Kitchen Tools & Other Accessories,3.7
7874,Small Push - Type Vacum Stopper,5002,Kitchen Accessories,Fackelmann,229,329,Kitchen Tools & Other Accessories,5
7875,"Stainless Steel Cutlery Holder - Star Design, Size 4",5002,Kitchen Accessories,Swastik Steel,90,190,Kitchen Tools & Other Accessories,4.4
7876,Bamboo Slotted - Spoon (30x6cm),5002,Kitchen Accessories,Fackelmann,119,169,"Strainer, Ladle, Spatula",5
7877,"Slotted Turner - Nylon, Silicon Handle, Red",5002,Kitchen Accessories,H&B,159,299,"Strainer, Ladle, Spatula",
7878,Zenker Mini Paper Cups Mould For Chocolate,5002,Kitchen Accessories,Fackelmann,125,125,Kitchen Tools & Other Accessories,5
7879,"Fruit Corer - Silicon Handle, Red",5002,Kitchen Accessories,H&B,119,199,Kitchen Tools & Other Accessories,
7880,"Gravy Laddle, Nylon, Silicon Handle, Blue",5002,Kitchen Accessories,H&B,199,299,"Strainer, Ladle, Spatula",
7881,Silicone Hand Protector - Orange BB 160,5002,Kitchen Accessories,DP,79,140,Kitchen Tools & Other Accessories,4
7882,"Pasta/Spaghetti Spoon - Nylon, Silicon Handle, Red",5002,Kitchen Accessories,H&B,159,299,"Strainer, Ladle, Spatula",
7883,"Dining Mat With Coasters Plastic - Multicolour, BB172-2",5002,Kitchen Accessories,DP,139,139,Kitchen Tools & Other Accessories,5
7884,Plastic Kitchen Sink Drainer/Strainer Set,5002,Kitchen Accessories,KM,99,99,Kitchen Tools & Other Accessories,
7885,Ovel - AA 300 Cover,5002,Kitchen Accessories,Gift Basket,300,300,Kitchen Tools & Other Accessories,
7886,Colossal Kajal,5008,Makeup,Maybelline New York,177,360,Eyes,4.3
7887,Perfecting Liquid Foundation,5008,Makeup,Lakme,124,155,Face,4.3
7888,Colossal Kajal - Super Black,5008,Makeup,Maybelline New York,276,300,Eyes,4.3
7889,Kajal,5008,Makeup,Himalaya,105,140,Eyes,4.2
7890,Insta Eye Liner - Black,5008,Makeup,Lakme,98,130,Eyes,4.2
7891,"Lip Balm, Blackberry Shine, 24h Moisture With Natural Oils, Ruby Red Shine & Berry Aroma",5008,Makeup,Nivea,152,185,Lips,4.5
7892,Hypercurl Mascara - Washable,5008,Makeup,Maybelline New York,299,399,Eyes,3.8
7893,Face Cream - Complexion Care,5008,Makeup,Lakme,203,299,Face,4.8
7894,Skin Naturals - Micellar Oil-Infused Cleansing Water,5008,Makeup,Garnier,158,225,Face,4.4
7895,Skin Naturals - BB Cream,5008,Makeup,Garnier,124,165,Face,4.1
7896,BB+ Cream Light,5008,Makeup,Ponds,108,120,Face,4.3
7897,9 to 5 Flawless Matte Complexion Compact,5008,Makeup,Lakme,400,500,Face,4
7898,9 to 5 Primer + Matte Powder Foundation Compact,5008,Makeup,Lakme,450,575,Face,3.9
7899,Baol Tweezers&Cuticle Remover BB1223 2pcs+Lakme True Wear Nail Color 9mlPnk N238,5008,Makeup,bb Combo,159,219,Makeup Accessories,
7900,Baol Nail Filer BB1230 1 pc + Lakme True Wear Nail Color 9 ml Pinks N238,5008,Makeup,bb Combo,159,229,Makeup Accessories,
7901,"Total Effects 7-In-1 - Anti-Ageing Bb Day Skin Cream, Normal SPF15",5008,Makeup,Olay,809,899,Face,3.8
7902,Fit Me Matte+Poreless Liquid Foundation,5008,Makeup,Maybelline New York,439,549,Face,3.8
7903,Mascara - Black Eyeconic Curling,5008,Makeup,Lakme,338,450,Eyes,3.5
7904,Absolute White Intense Wet & Dry Compact,5008,Makeup,Lakme,618,800,Face,4.2
7905,9 to 5 Complexion Care Cream - Beige,5008,Makeup,Lakme,79,99,Face,4.1
7906,Colossal Pen Liner,5008,Makeup,Maybelline New York,294,420,Eyes,3.8
7907,BB Fairness Cream,5008,Makeup,Spinz,95,105,Face,4.2
7908,Fit Me Concealer,5008,Makeup,Maybelline New York,380,475,Face,3.7
7909,Lakme 9 to 5 Complexion Care CC Cream,5008,Makeup,Lakme,233,299,Face,4
7910,The Nudes Eyeshadow Palette,5008,Makeup,Maybelline New York,634,905,Eyes,3.3
7911,Flawless Makeup Base Primer,5008,Makeup,Blue heaven,210,300,Face,4.2
7912,Absolute Skin Natural Mousse,5008,Makeup,Lakme,614,825,Face,4.2
7913,Lash Paradise Mascara - Waterproof,5008,Makeup,Loreal Paris,559,799,Eyes,
7914,Absolute Bi-Phased Make-Up Remover,5008,Makeup,Lakme,225,300,Face,4.1
7915,Absolute Under Cover Gel Face Primer,5008,Makeup,Lakme,563,750,Eyes,4.1
7916,Liner Magique Eyeliner,5008,Makeup,Loreal Paris,308,440,Eyes,4
7917,All-Matte Eyeliner,5008,Makeup,ColorBar,665,700,Eyes,3
7918,"Makeup/Cosmetic Brush Set - Blue, BB1207",5008,Makeup,Pony Effect,519,909,Makeup Accessories,4.6
7919,"Liquid Concealer - Absolute White, Intense",5008,Makeup,Lakme,447,600,Face,4.5
7920,Nail Filer - No 20,5008,Makeup,Brother,101,135,Nails,3.1
7921,Powder Puff,5008,Makeup,Cosmetics,48,50,Makeup Accessories,4
7922,Fit Me Two Way Cake - Powder Foundation,5008,Makeup,Maybelline New York,390,600,Face,3
7923,Volume Million Lashes Mascara - Washable,5008,Makeup,Loreal Paris,668,890,Eyes,3
7924,Absolute Flutter Secrets Volumising Mascara,5008,Makeup,Lakme,472,675,Eyes,2.4
7925,9 to 5 Eye Color Quartet Eye Shadow,5008,Makeup,Lakme,585,650,Eyes,4
7926,Skin Tint 0 - Porcelain,5008,Makeup,Just Herbs,1295,1295,Face,
7927,Concealer Brush 930,5008,Makeup,Mud,350,1750,Makeup Accessories,
7928,Eyeconic Kajal,5008,Makeup,Lakme,206,275,Eyes,3.9
7929,"Cherry Shine Lip Balm - 24h Moisture With Natural Oils, Red Shine & Cherry Aroma",5008,Makeup,Nivea,139,185,Lips,4.3
7930,True Wear Nail Color,5008,Makeup,Lakme,96,120,Nails,3.3
7931,"Compact/Pocket/Purse Mirror- PU Leather, Assorted Colour, Printed, BB-1190",5008,Makeup,DP,78,82,Makeup Accessories,4.1
7932,Skin Naturals - Micellar Cleansing Water,5008,Makeup,Garnier,227,349,Face,4.4
7933,Baby Lips Color - Alia Loves New York,5008,Makeup,Maybelline New York,140,175,Lips,4.2
7934,Pork - Chorizo,5010,Marinades,ALF-FARMS,225,225,Marinated Meat,
7935,Cumin/Jeera/Jeerige - Whole,5003,Masalas & Spices,bb Royal,125,250,Whole Spices,4.1
7936,Mustard/Sasive/Rai - Small,5003,Masalas & Spices,bb Royal,28,50,Whole Spices,4.1
7937,Black Pepper/Kari Menasu,5003,Masalas & Spices,bb Popular,61,100,Whole Spices,4.1
7938,Fenugreek/Methi/Menthya,5003,Masalas & Spices,bb Popular,18,30,Whole Spices,4.1
7939,Coriander Seeds/Kottambari Beeja,5003,Masalas & Spices,bb Royal,42,80,Whole Spices,4.1
7940,Deseeded Tamarind/Hunisehannu/Imli,5003,Masalas & Spices,bb Royal,232,300,Whole Spices,
7941,Phool Makhana,5003,Masalas & Spices,bb Royal,145,200,Whole Spices,
7942,Chilli - Guntur with Stem,5003,Masalas & Spices,bb Royal,173,300,Whole Spices,4
7943,Phool Makhana,5003,Masalas & Spices,bb Popular,135,200,Whole Spices,
7944,Red Chilli/Lal Mirch 200gm + Cumin/Jeera - Whole 200gm,5003,Masalas & Spices,bb Royal,120,200,Whole Spices,
7945,Fennel/Saunf/Sompu - Big,5003,Masalas & Spices,bb Popular,32,40,Whole Spices,4
7946,Cumin/Jeera/Jeerige - Whole,5003,Masalas & Spices,bb Popular,48,80,Whole Spices,4.1
7947,"Chilli - Byadagi, Stemless",5003,Masalas & Spices,bb Royal,61,100,Whole Spices,
7948,Red Chilli/Lal Mirch 200g + Coriander/Dhania Seeds 200g + Cumin/Jeera Whole 200g,5003,Masalas & Spices,bb Royal,162,280,Whole Spices,
7949,Tamarind/Hunisehannu/Imli - Seedless,5003,Masalas & Spices,bb Popular,229,240,Whole Spices,
7950,Powder - Asafoetida,5003,Masalas & Spices,LG,138,154,Powdered Spices,4.2
7951,Mustard/Sasive/Rai - Small,5003,Masalas & Spices,bb Popular,14,20,Whole Spices,4.2
7952,Mustard/Sasive/Rai - Big,5003,Masalas & Spices,bb Royal,30,50,Whole Spices,4.2
7953,Bb Royal Red Chilli/Lal Mirch 50Gm + Coriander/Dhania Seeds 500Gm,5003,Masalas & Spices,bb Combo,275,450,Whole Spices,
7954,Khus Khus/Gasagase,5003,Masalas & Spices,bb Popular,214,300,Whole Spices,3.9
7955,Cooking Soda,5003,Masalas & Spices,bb Royal,38,40,Powdered Spices,4.1
7956,Masala - Puliogare Powder,5003,Masalas & Spices,MTR,103,115,Blended Masalas,4.2
7957,Ajwain/Om Kalu - Whole,5003,Masalas & Spices,bb Popular,36,60,Whole Spices,4.1
7958,Garam Masala,5003,Masalas & Spices,Everest,78,80,Blended Masalas,4.2
7959,Cardamom Green/Elakki,5003,Masalas & Spices,bb Royal,339,600,Whole Spices,
7960,Fennel/Saunf/Sompu - Small,5003,Masalas & Spices,bb Royal,40,60,Whole Spices,4
7961,Powder - Hing,5003,Masalas & Spices,MTR,72,80,Powdered Spices,4.2
7962,bbPopular Cumin 200G+Fenugreek+Mustard+BlackPepper (100G)+bbRoyal RedChilli 200G,5003,Masalas & Spices,bb Combo,225,350,Whole Spices,
7963,Black Salt/Kala Namak Powder,5003,Masalas & Spices,bb Royal,24,25,Whole Spices,4.1
7964,"Tamarind + Coriander Seeds +Red Chilli/Lal Mirch, Guntur Chilli Stemless (500G)",5003,Masalas & Spices,bb Royal,435,600,Whole Spices,
7965,Kashmiri Chilly Powder,5003,Masalas & Spices,Eastern,129,136,Blended Masalas,4.1
7966,Coriander Seeds/Kottambari Beeja,5003,Masalas & Spices,bb Popular,97,150,Whole Spices,4.1
7967,Bay Leaf/Lavangada Ele,5003,Masalas & Spices,bb Royal,20,30,Whole Spices,4.1
7968,Coconut Powder - Desiccated,5003,Masalas & Spices,bb Royal,70,100,Powdered Spices,4
7969,Chilli/Mirchi Powder,5003,Masalas & Spices,bb Royal,34,80,Powdered Spices,4.1
7970,Powder - Tikhalal Chilli,5003,Masalas & Spices,Everest,91,94,Powdered Spices,4.2
7971,Turmeric Powder/Arisina Pudi,5003,Masalas & Spices,MTR,29,32,Powdered Spices,4.2
7972,Cloves/Lavanga,5003,Masalas & Spices,bb Royal,119,200,Whole Spices,4.2
7973,Powder - Coriander,5003,Masalas & Spices,MTR,29,32,Powdered Spices,4.1
7974,Masala-Ae-Magic Seasoning - Vegetable Masala,5003,Masalas & Spices,MAGGI,52,58,Blended Masalas,4.4
7975,Powder - Green Coriander,5003,Masalas & Spices,Everest,60,62,Powdered Spices,4.2
7976,Powder - Kashmirilal Ground Chilly,5003,Masalas & Spices,Everest,78,78,Powdered Spices,4.3
7977,Cardamom Green/Elakki,5003,Masalas & Spices,bb Popular,157,250,Whole Spices,
7978,Til/Ellu - Black,5003,Masalas & Spices,bb Royal,70,100,Whole Spices,
7979,Hommade - Ginger Garlic Paste,5003,Masalas & Spices,Dabur,43,48,Cooking Pastes,4.1
7980,Masala - Sambar Powder,5003,Masalas & Spices,MTR,225,260,Blended Masalas,4.2
7981,Powder - Cumin,5003,Masalas & Spices,Everest,51,55,Powdered Spices,4.3
7982,Cardamom/Elaichi - Black,5003,Masalas & Spices,bb Royal,78,125,Whole Spices,4
7983,Powder - Black Pepper,5003,Masalas & Spices,Everest,70,70,Powdered Spices,4.3
7984,Kalonji/Mangraila,5003,Masalas & Spices,bb Royal,24,40,Whole Spices,4.2
7985,Turmeric Powder/Arisina Pudi,5003,Masalas & Spices,Aashirvaad,32,64,Powdered Spices,4.2
7986,Turmeric Powder/Arisina Pudi,5003,Masalas & Spices,bb Royal,96,200,Powdered Spices,4.1
7987,Chicken Masala,5003,Masalas & Spices,Everest,38,38,Blended Masalas,4.2
7988,Coriander/Dhania Powder,5003,Masalas & Spices,bb Royal,96,200,Powdered Spices,4.1
7989,Masala - Rasam Powder,5003,Masalas & Spices,MTR,103,115,Blended Masalas,4.2
7990,Powder - Sambar,5003,Masalas & Spices,Sakthi,22,24,Blended Masalas,4.2
