OrderID,CustomerID,PaymentID,OrderDate,ShipperID,ShipDate,DeliveryDate,Total_order_amount
7658269,57177,4,30-08-2021,8,06-09-2021,19-09-2021,4779
7658270,57161,5,30-08-2021,2,04-09-2021,11-09-2021,3564
7658271,57478,3,30-08-2021,8,08-09-2021,14-09-2021,11472
7658272,57303,6,30-08-2021,7,02-09-2021,22-09-2021,300
7658273,57462,3,30-08-2021,5,01-09-2021,20-09-2021,40839
7658274,57371,4,30-08-2021,6,09-09-2021,10-09-2021,45
7658275,57471,4,30-08-2021,8,02-09-2021,17-09-2021,21814
7658276,57435,6,30-08-2021,3,03-09-2021,22-09-2021,40015
7658277,57206,4,30-08-2021,8,02-09-2021,22-09-2021,13167
7658278,57372,6,30-08-2021,1,01-09-2021,21-09-2021,24326
7658279,57416,4,31-08-2021,6,05-09-2021,12-09-2021,1890
7658280,57456,3,31-08-2021,7,05-09-2021,10-09-2021,15027
7658281,57329,1,31-08-2021,5,02-09-2021,19-09-2021,53382.4
7658282,57210,3,31-08-2021,6,08-09-2021,20-09-2021,17226
7658283,57153,5,31-08-2021,5,10-09-2021,30-09-2021,66134
7658284,57467,4,31-08-2021,3,06-09-2021,07-09-2021,3097
7658285,57508,4,31-08-2021,2,09-09-2021,13-09-2021,988
7658286,57459,4,31-08-2021,5,08-09-2021,12-09-2021,14429
7658287,57334,4,31-08-2021,1,05-09-2021,20-09-2021,2684
7658288,57200,3,31-08-2021,5,01-09-2021,09-09-2021,2046
7658289,57406,6,31-08-2021,8,07-09-2021,15-09-2021,55832
7658290,57436,4,31-08-2021,3,02-09-2021,21-09-2021,23887
7658291,57357,4,31-08-2021,1,09-09-2021,15-09-2021,29768
7658292,57508,4,01-09-2021,8,07-09-2021,17-09-2021,9065
7658293,57418,4,01-09-2021,3,08-09-2021,25-09-2021,14284
7658294,57208,3,01-09-2021,5,05-09-2021,23-09-2021,7860.16
7658295,57456,4,01-09-2021,5,03-09-2021,20-09-2021,7485
7658296,57428,4,01-09-2021,2,09-09-2021,22-09-2021,7078
7658297,57429,5,01-09-2021,2,11-09-2021,19-09-2021,17402
7658298,57413,5,01-09-2021,4,03-09-2021,13-09-2021,12274
7658299,57524,3,01-09-2021,6,09-09-2021,13-09-2021,34510.08
7658300,57464,4,01-09-2021,8,09-09-2021,10-09-2021,15385
7658301,57096,1,02-09-2021,2,07-09-2021,19-09-2021,2121.35
7658302,57521,4,02-09-2021,7,05-09-2021,16-09-2021,7739
7658303,57514,4,02-09-2021,1,10-09-2021,29-09-2021,25047
7658304,57278,3,02-09-2021,3,06-09-2021,11-09-2021,2358.4
7658305,57347,3,02-09-2021,6,10-09-2021,18-09-2021,9250.56
7658306,57326,4,02-09-2021,1,05-09-2021,15-09-2021,4456
7658307,57182,6,02-09-2021,8,07-09-2021,15-09-2021,2975
7658308,57370,3,02-09-2021,8,12-09-2021,29-09-2021,10702.56
7658309,57147,6,02-09-2021,4,06-09-2021,18-09-2021,76716
7658310,57360,6,02-09-2021,8,11-09-2021,30-09-2021,26287
7658311,57235,4,02-09-2021,6,11-09-2021,21-09-2021,14164
7658312,57502,5,02-09-2021,1,07-09-2021,23-09-2021,7135
7658313,57325,6,02-09-2021,3,06-09-2021,22-09-2021,14056
7658314,57497,3,02-09-2021,6,07-09-2021,23-09-2021,15969.36
7658315,57353,4,02-09-2021,3,12-09-2021,15-09-2021,45847
7658316,57278,4,02-09-2021,2,08-09-2021,20-09-2021,81908
7658317,57282,2,02-09-2021,2,06-09-2021,17-09-2021,33724
7658318,57512,4,03-09-2021,8,06-09-2021,10-09-2021,27616
7658319,57508,4,03-09-2021,8,04-09-2021,22-09-2021,34563
7658320,57459,5,03-09-2021,3,06-09-2021,12-09-2021,28042
7658321,57143,6,03-09-2021,4,10-09-2021,28-09-2021,6535
7658322,57223,3,03-09-2021,2,08-09-2021,18-09-2021,33770
7658323,57524,4,03-09-2021,8,07-09-2021,16-09-2021,13965
7658324,57104,3,03-09-2021,7,12-09-2021,13-09-2021,18895.36
7658325,57232,4,03-09-2021,5,07-09-2021,12-09-2021,11203
7658326,57428,4,03-09-2021,4,11-09-2021,25-09-2021,24488
7658327,57531,5,03-09-2021,3,04-09-2021,09-09-2021,12350
7658328,57465,6,03-09-2021,6,13-09-2021,17-09-2021,42181
7658329,57416,4,03-09-2021,7,06-09-2021,16-09-2021,60170
7658330,57260,5,03-09-2021,2,04-09-2021,21-09-2021,38915
7658331,57483,4,03-09-2021,6,11-09-2021,18-09-2021,22208
7658332,57518,4,03-09-2021,8,06-09-2021,23-09-2021,1000
7658333,57461,4,03-09-2021,7,05-09-2021,07-09-2021,15726
7658334,57517,4,03-09-2021,8,06-09-2021,14-09-2021,22859
7658335,57491,4,03-09-2021,5,08-09-2021,21-09-2021,17887
7658336,57532,4,03-09-2021,7,07-09-2021,25-09-2021,5791
7658337,57400,4,03-09-2021,4,06-09-2021,07-09-2021,16219
7658338,57425,3,03-09-2021,5,09-09-2021,20-09-2021,35849.44
7658339,57504,5,03-09-2021,4,04-09-2021,18-09-2021,16238
7658340,57478,4,03-09-2021,1,13-09-2021,23-09-2021,36073
7658341,57476,4,03-09-2021,2,11-09-2021,26-09-2021,1699
7658342,57441,4,03-09-2021,2,07-09-2021,17-09-2021,8456
7658343,57434,6,03-09-2021,1,07-09-2021,20-09-2021,19219
7658344,57533,5,04-09-2021,2,06-09-2021,11-09-2021,11198
7658345,57408,5,04-09-2021,8,12-09-2021,27-09-2021,20033
7658346,57452,5,04-09-2021,2,05-09-2021,06-09-2021,35546
7658347,57147,6,04-09-2021,4,05-09-2021,07-09-2021,6388
7658348,57495,5,04-09-2021,7,07-09-2021,12-09-2021,44854
7658349,57304,4,04-09-2021,7,13-09-2021,30-09-2021,31171
7658350,57524,4,04-09-2021,6,11-09-2021,24-09-2021,21945
7658351,57334,5,04-09-2021,7,11-09-2021,14-09-2021,28141
7658352,57435,6,04-09-2021,3,06-09-2021,18-09-2021,9670
7658353,57451,6,04-09-2021,1,12-09-2021,01-10-2021,21752
7658354,57255,4,04-09-2021,3,14-09-2021,29-09-2021,25355
7658355,57271,3,04-09-2021,2,10-09-2021,13-09-2021,10584.64
7658356,57487,4,04-09-2021,2,09-09-2021,24-09-2021,35940
7658357,57398,5,04-09-2021,4,13-09-2021,01-10-2021,3800
7658358,57428,5,04-09-2021,4,05-09-2021,13-09-2021,13420
7658359,57323,4,04-09-2021,3,05-09-2021,19-09-2021,25259
7658360,57396,4,04-09-2021,1,11-09-2021,20-09-2021,27936
7658361,57513,4,04-09-2021,3,05-09-2021,24-09-2021,1590
7658362,57356,4,04-09-2021,1,07-09-2021,20-09-2021,3762
7658363,57470,6,05-09-2021,5,14-09-2021,01-10-2021,42453
7658364,57439,3,05-09-2021,3,15-09-2021,22-09-2021,8691.76
7658365,57333,6,05-09-2021,8,09-09-2021,17-09-2021,20281
7658366,57493,4,05-09-2021,5,07-09-2021,24-09-2021,22755
7658367,57286,4,05-09-2021,6,07-09-2021,21-09-2021,4851
7658368,57218,5,05-09-2021,6,10-09-2021,14-09-2021,12957
7658369,57533,4,05-09-2021,8,15-09-2021,05-10-2021,12378
7658370,57437,3,05-09-2021,6,08-09-2021,09-09-2021,9119.44
7658371,57517,4,05-09-2021,5,07-09-2021,19-09-2021,4983
7658372,57414,4,05-09-2021,2,11-09-2021,01-10-2021,1032
7658373,57468,3,05-09-2021,6,14-09-2021,27-09-2021,44013.2
7658374,57200,4,05-09-2021,3,14-09-2021,22-09-2021,12144
7658375,57376,4,06-09-2021,3,09-09-2021,26-09-2021,2695
7658376,57457,4,06-09-2021,6,15-09-2021,04-10-2021,11053
7658377,57354,4,06-09-2021,4,16-09-2021,29-09-2021,8358
7658378,57083,5,06-09-2021,5,08-09-2021,12-09-2021,7314
7658379,57530,4,06-09-2021,6,10-09-2021,27-09-2021,3537
7658380,57405,3,06-09-2021,8,10-09-2021,20-09-2021,1691.36
7658381,57433,3,06-09-2021,1,13-09-2021,24-09-2021,1053.36
7658382,57183,2,06-09-2021,3,09-09-2021,14-09-2021,20120
7658383,57326,5,07-09-2021,7,08-09-2021,22-09-2021,7669
7658384,57308,4,07-09-2021,1,13-09-2021,19-09-2021,6158
7658385,57178,6,07-09-2021,2,16-09-2021,02-10-2021,2100
7658386,57130,4,07-09-2021,8,15-09-2021,02-10-2021,71780
7658387,57506,4,07-09-2021,8,11-09-2021,20-09-2021,19283
7658388,57504,4,07-09-2021,2,17-09-2021,30-09-2021,3193
7658389,57383,4,07-09-2021,7,15-09-2021,29-09-2021,30859
7658390,57384,5,07-09-2021,6,11-09-2021,27-09-2021,1910
7658391,57355,2,07-09-2021,1,14-09-2021,30-09-2021,2050
7658392,57272,3,07-09-2021,5,13-09-2021,18-09-2021,20360.56
7658393,57471,4,07-09-2021,3,14-09-2021,04-10-2021,7706
7658394,57313,4,07-09-2021,6,11-09-2021,13-09-2021,3696
7658395,57534,4,07-09-2021,8,11-09-2021,25-09-2021,13494
7658396,57529,3,08-09-2021,8,09-09-2021,19-09-2021,12937.76
7658397,57504,6,08-09-2021,2,09-09-2021,26-09-2021,8316
7658398,57366,4,08-09-2021,4,14-09-2021,16-09-2021,13787
7658399,57324,4,08-09-2021,5,18-09-2021,26-09-2021,11803
7658400,57321,4,08-09-2021,3,11-09-2021,23-09-2021,30277
7658401,57457,4,08-09-2021,4,17-09-2021,25-09-2021,68763
7658402,57433,3,08-09-2021,1,09-09-2021,17-09-2021,21956
7658403,57233,4,08-09-2021,4,15-09-2021,01-10-2021,17425
7658404,57480,4,08-09-2021,8,13-09-2021,16-09-2021,11323
7658405,57207,4,08-09-2021,1,14-09-2021,22-09-2021,8240
7658406,57417,4,08-09-2021,4,11-09-2021,14-09-2021,7191
7658407,57478,3,09-09-2021,3,19-09-2021,05-10-2021,1620.96
7658408,57285,6,09-09-2021,8,10-09-2021,12-09-2021,21630
7658409,57257,5,09-09-2021,8,12-09-2021,13-09-2021,21785
7658410,57518,4,09-09-2021,1,12-09-2021,29-09-2021,18465
7658411,57090,3,09-09-2021,4,14-09-2021,04-10-2021,5536.96
7658412,57535,6,09-09-2021,5,19-09-2021,30-09-2021,5801
7658413,57475,3,09-09-2021,3,16-09-2021,02-10-2021,40726.4
7658414,57244,6,09-09-2021,3,10-09-2021,15-09-2021,4661
7658415,57407,5,09-09-2021,8,11-09-2021,15-09-2021,6000
7658416,57530,4,09-09-2021,2,15-09-2021,26-09-2021,19090
7658417,57522,3,09-09-2021,7,10-09-2021,22-09-2021,35353.12
7658418,57519,6,09-09-2021,8,10-09-2021,12-09-2021,33384
7658419,57529,6,09-09-2021,4,19-09-2021,02-10-2021,6960
7658420,57534,4,09-09-2021,7,10-09-2021,28-09-2021,6662
7658421,57273,5,09-09-2021,2,14-09-2021,18-09-2021,11038
7658422,57538,4,09-09-2021,7,17-09-2021,25-09-2021,6635
7658423,57240,3,10-09-2021,8,12-09-2021,16-09-2021,8707.6
7658424,57386,6,10-09-2021,5,18-09-2021,03-10-2021,33310
7658425,57313,3,10-09-2021,7,17-09-2021,23-09-2021,11790.24
7658426,57374,4,10-09-2021,7,14-09-2021,02-10-2021,40691
7658427,57127,3,10-09-2021,7,15-09-2021,21-09-2021,15085.84
7658428,57530,4,10-09-2021,8,13-09-2021,26-09-2021,13414
7658429,57170,4,10-09-2021,3,13-09-2021,28-09-2021,9836
7658430,57505,4,10-09-2021,3,20-09-2021,06-10-2021,9589
7658431,57539,6,10-09-2021,3,13-09-2021,18-09-2021,2932
7658432,57450,4,10-09-2021,7,12-09-2021,02-10-2021,4670
7658433,57517,3,10-09-2021,5,19-09-2021,30-09-2021,23232
7658434,57292,3,10-09-2021,2,20-09-2021,27-09-2021,12826.88
7658435,57503,3,10-09-2021,8,15-09-2021,29-09-2021,18927.92
7658436,57451,5,11-09-2021,6,18-09-2021,23-09-2021,140382
7658437,57536,4,11-09-2021,3,13-09-2021,19-09-2021,18579
7658438,57479,5,11-09-2021,3,18-09-2021,25-09-2021,1380
7658439,57371,5,11-09-2021,6,18-09-2021,24-09-2021,9986
7658440,57537,4,11-09-2021,3,17-09-2021,03-10-2021,15303
7658441,57376,4,11-09-2021,3,16-09-2021,28-09-2021,4260
7658442,57187,4,11-09-2021,2,21-09-2021,26-09-2021,20247
7658443,57280,3,11-09-2021,1,17-09-2021,01-10-2021,14197.04
7658444,57521,4,11-09-2021,5,17-09-2021,18-09-2021,16155
7658445,57487,4,11-09-2021,7,17-09-2021,27-09-2021,28816
7658446,57524,4,11-09-2021,6,20-09-2021,23-09-2021,18487
7658447,57422,4,11-09-2021,7,13-09-2021,23-09-2021,36239
7658448,57304,4,11-09-2021,6,12-09-2021,01-10-2021,15354
7658449,57538,4,11-09-2021,1,21-09-2021,22-09-2021,13409
7658450,57504,4,11-09-2021,6,15-09-2021,19-09-2021,20598
7658451,57449,4,12-09-2021,1,17-09-2021,04-10-2021,3675
7658452,57385,6,12-09-2021,5,13-09-2021,25-09-2021,10100
7658453,57537,4,12-09-2021,8,13-09-2021,28-09-2021,28923
7658454,57297,4,12-09-2021,5,13-09-2021,16-09-2021,34265
7658455,57525,4,12-09-2021,6,16-09-2021,21-09-2021,774
7658456,57514,5,12-09-2021,2,20-09-2021,23-09-2021,7767
7658457,57256,3,12-09-2021,4,20-09-2021,25-09-2021,8310.72
7658458,57434,5,12-09-2021,8,22-09-2021,27-09-2021,14341
7658459,57417,3,12-09-2021,6,21-09-2021,30-09-2021,954.8
7658460,57393,3,13-09-2021,3,20-09-2021,07-10-2021,2064.48
7658461,57082,4,13-09-2021,8,15-09-2021,18-09-2021,8189
7658462,57382,5,13-09-2021,1,18-09-2021,24-09-2021,510
7658463,57448,6,13-09-2021,7,23-09-2021,01-10-2021,19146
7658464,57497,5,13-09-2021,3,21-09-2021,30-09-2021,25968
7658465,57518,5,13-09-2021,6,16-09-2021,24-09-2021,16179
7658466,57535,2,13-09-2021,3,15-09-2021,23-09-2021,8679
7658467,57302,3,13-09-2021,1,16-09-2021,19-09-2021,7040
7658468,57172,5,13-09-2021,3,22-09-2021,11-10-2021,4760
7658469,57454,4,14-09-2021,2,16-09-2021,24-09-2021,50348
7658470,57439,4,14-09-2021,7,23-09-2021,29-09-2021,11239
7658471,57232,4,14-09-2021,8,16-09-2021,26-09-2021,84375
7658472,57411,4,14-09-2021,5,16-09-2021,01-10-2021,1159
7658473,57492,4,14-09-2021,4,21-09-2021,25-09-2021,40505
7658474,57518,3,14-09-2021,8,16-09-2021,19-09-2021,5369.76
7658475,57489,4,14-09-2021,7,24-09-2021,03-10-2021,21333
7658476,57332,5,14-09-2021,2,18-09-2021,28-09-2021,49306
7658477,57320,4,14-09-2021,3,23-09-2021,27-09-2021,41450
7658478,57486,3,15-09-2021,2,19-09-2021,24-09-2021,42393.12
7658479,57474,4,15-09-2021,4,17-09-2021,20-09-2021,40286
7658480,57520,3,15-09-2021,1,20-09-2021,22-09-2021,15332.24
7658481,57535,3,15-09-2021,6,20-09-2021,02-10-2021,8648.64
7658482,57323,3,15-09-2021,5,20-09-2021,22-09-2021,20468.8
7658483,57454,6,15-09-2021,5,20-09-2021,30-09-2021,15151
7658484,57197,4,15-09-2021,5,19-09-2021,24-09-2021,15698
7658485,57375,4,15-09-2021,1,19-09-2021,24-09-2021,16982
7658486,57093,6,15-09-2021,1,22-09-2021,24-09-2021,4981
7658487,57537,5,15-09-2021,1,21-09-2021,26-09-2021,1033
7658488,57531,4,15-09-2021,3,24-09-2021,05-10-2021,15495
7658489,57524,4,15-09-2021,6,18-09-2021,22-09-2021,7257
7658490,57521,3,15-09-2021,5,21-09-2021,22-09-2021,3352.8
7658491,57140,6,15-09-2021,7,17-09-2021,24-09-2021,17276
7658492,57540,4,15-09-2021,6,18-09-2021,28-09-2021,14823
7658493,57482,3,15-09-2021,1,19-09-2021,20-09-2021,16733.2
7658494,57488,4,15-09-2021,4,19-09-2021,05-10-2021,43409
7658495,57145,3,15-09-2021,8,23-09-2021,08-10-2021,13856.48
7658496,57538,4,15-09-2021,8,21-09-2021,26-09-2021,2480
7658497,57532,4,15-09-2021,4,18-09-2021,30-09-2021,26868
7658498,57479,4,16-09-2021,1,19-09-2021,03-10-2021,80523
7658499,57334,3,16-09-2021,1,23-09-2021,08-10-2021,18640.16
7658500,57461,3,16-09-2021,3,23-09-2021,27-09-2021,2786.96
7658501,57512,6,16-09-2021,7,20-09-2021,23-09-2021,27135
7658502,57309,4,16-09-2021,6,26-09-2021,30-09-2021,352
7658503,57283,4,16-09-2021,6,26-09-2021,10-10-2021,16253
7658504,57315,4,16-09-2021,3,19-09-2021,02-10-2021,7611
7658505,57458,6,16-09-2021,8,20-09-2021,08-10-2021,8189
7658506,57190,6,16-09-2021,2,18-09-2021,19-09-2021,20986
7658507,57335,4,16-09-2021,5,17-09-2021,02-10-2021,15914
7658508,57487,4,16-09-2021,3,25-09-2021,03-10-2021,13866
7658509,57084,4,16-09-2021,8,18-09-2021,21-09-2021,25861
7658510,57508,5,16-09-2021,5,26-09-2021,10-10-2021,13143
7658511,57522,6,16-09-2021,1,23-09-2021,30-09-2021,39170
7658512,57160,4,17-09-2021,4,20-09-2021,22-09-2021,5854
7658513,57126,5,17-09-2021,8,18-09-2021,27-09-2021,23827
7658514,57492,6,17-09-2021,4,22-09-2021,05-10-2021,37462
7658515,57418,4,17-09-2021,6,21-09-2021,25-09-2021,22724
7658516,57320,5,17-09-2021,4,23-09-2021,12-10-2021,32401
7658517,57372,3,17-09-2021,3,22-09-2021,30-09-2021,12147.52
7658518,57392,3,17-09-2021,4,22-09-2021,28-09-2021,23947.44
7658519,57404,6,17-09-2021,7,25-09-2021,15-10-2021,6802
7658520,57304,3,17-09-2021,6,22-09-2021,05-10-2021,9468.8
7658521,57287,6,17-09-2021,7,24-09-2021,05-10-2021,3116
7658522,57362,4,17-09-2021,3,25-09-2021,03-10-2021,26708
7658523,57255,4,17-09-2021,2,26-09-2021,15-10-2021,8761
7658524,57301,4,17-09-2021,1,23-09-2021,25-09-2021,6883
7658525,57409,5,18-09-2021,3,25-09-2021,14-10-2021,8701
7658526,57279,6,18-09-2021,6,26-09-2021,10-10-2021,10716
7658527,57268,3,18-09-2021,5,28-09-2021,15-10-2021,14248.96
7658528,57508,4,18-09-2021,1,22-09-2021,24-09-2021,3572
7658529,57142,3,18-09-2021,6,24-09-2021,01-10-2021,17673.92
7658530,57492,4,18-09-2021,6,21-09-2021,28-09-2021,14433
7658531,57263,3,18-09-2021,8,20-09-2021,08-10-2021,17850.8
7658532,57436,6,18-09-2021,8,21-09-2021,06-10-2021,546
7658533,57521,4,18-09-2021,2,23-09-2021,27-09-2021,12958
7658534,57346,4,18-09-2021,6,20-09-2021,04-10-2021,23530
7658535,57310,3,18-09-2021,5,27-09-2021,07-10-2021,18699.12
7658536,57476,4,18-09-2021,4,22-09-2021,08-10-2021,2445
7658537,57246,4,18-09-2021,4,25-09-2021,05-10-2021,56059
7658538,57115,3,18-09-2021,5,27-09-2021,17-10-2021,30105.68
7658539,57096,4,19-09-2021,5,26-09-2021,07-10-2021,17747
7658540,57500,4,19-09-2021,5,20-09-2021,24-09-2021,41572
7658541,57177,3,19-09-2021,4,20-09-2021,28-09-2021,7203.68
7658542,57445,3,19-09-2021,5,26-09-2021,15-10-2021,11178.64
7658543,57402,4,19-09-2021,3,25-09-2021,02-10-2021,5831
7658544,57220,4,19-09-2021,6,22-09-2021,01-10-2021,7964
7658545,57166,4,19-09-2021,5,24-09-2021,11-10-2021,22347
7658546,57468,4,19-09-2021,6,24-09-2021,05-10-2021,18754
7658547,57141,4,19-09-2021,8,29-09-2021,07-10-2021,65187
7658548,57532,4,19-09-2021,4,22-09-2021,05-10-2021,17858
7658549,57514,5,19-09-2021,7,26-09-2021,30-09-2021,4420
7658550,57411,4,19-09-2021,7,21-09-2021,10-10-2021,17445
7658551,57415,4,19-09-2021,2,20-09-2021,25-09-2021,20010
7658552,57422,4,20-09-2021,1,21-09-2021,03-10-2021,7456
7658553,57528,4,20-09-2021,8,26-09-2021,03-10-2021,40073
7658554,57369,6,20-09-2021,3,24-09-2021,05-10-2021,26962
7658555,57513,2,20-09-2021,3,29-09-2021,02-10-2021,115128
7658556,57508,4,20-09-2021,6,22-09-2021,06-10-2021,2055
7658557,57405,4,20-09-2021,2,24-09-2021,03-10-2021,43289
7658558,57328,4,20-09-2021,6,22-09-2021,07-10-2021,7288
7658559,57488,3,20-09-2021,1,29-09-2021,04-10-2021,10991.2
7658560,57454,3,20-09-2021,2,23-09-2021,10-10-2021,13557.28
7658561,57395,4,20-09-2021,1,25-09-2021,08-10-2021,45200
7658562,57455,4,20-09-2021,7,28-09-2021,13-10-2021,11594
7658563,57431,4,20-09-2021,2,30-09-2021,10-10-2021,10381
7658564,57307,3,21-09-2021,4,23-09-2021,05-10-2021,3828
7658565,57431,3,21-09-2021,8,27-09-2021,02-10-2021,16574.8
7658566,57444,1,21-09-2021,7,30-09-2021,09-10-2021,17950.25
7658567,57310,4,21-09-2021,3,24-09-2021,14-10-2021,12562
7658568,57541,5,21-09-2021,1,29-09-2021,02-10-2021,591
7658569,57443,4,21-09-2021,1,29-09-2021,11-10-2021,21840
7658570,57416,5,21-09-2021,3,27-09-2021,16-10-2021,10769
7658571,57469,4,21-09-2021,4,30-09-2021,13-10-2021,28200
7658572,57527,6,21-09-2021,3,28-09-2021,13-10-2021,1347
7658573,57494,4,21-09-2021,2,27-09-2021,29-09-2021,16734
7658574,57293,4,21-09-2021,6,01-10-2021,04-10-2021,18134
7658575,57539,4,21-09-2021,4,28-09-2021,13-10-2021,53594
7658576,57464,5,22-09-2021,8,02-10-2021,08-10-2021,8803
7658577,57127,4,22-09-2021,7,28-09-2021,09-10-2021,1660
7658578,57391,4,22-09-2021,7,26-09-2021,27-09-2021,11960
7658579,57475,6,22-09-2021,4,28-09-2021,11-10-2021,5849
7658580,57419,4,22-09-2021,6,26-09-2021,30-09-2021,70512
7658581,57508,3,22-09-2021,6,01-10-2021,08-10-2021,21084.8
7658582,57477,4,22-09-2021,7,24-09-2021,26-09-2021,5557
7658583,57546,4,22-09-2021,2,02-10-2021,19-10-2021,27438
7658584,57095,4,22-09-2021,8,24-09-2021,30-09-2021,9058
7658585,57232,3,22-09-2021,8,25-09-2021,30-09-2021,40751.92
7658586,57468,3,22-09-2021,5,29-09-2021,12-10-2021,5605.6
7658587,57125,4,22-09-2021,3,01-10-2021,15-10-2021,1112
7658588,57515,4,23-09-2021,6,24-09-2021,11-10-2021,23731
7658589,57522,4,23-09-2021,1,26-09-2021,27-09-2021,11560
7658590,57532,4,23-09-2021,4,26-09-2021,04-10-2021,89612
7658591,57130,6,23-09-2021,5,26-09-2021,28-09-2021,1047
7658592,57297,4,23-09-2021,8,29-09-2021,02-10-2021,11442
7658593,57519,4,23-09-2021,6,25-09-2021,04-10-2021,9314
7658594,57144,4,23-09-2021,5,24-09-2021,04-10-2021,495
7658595,57524,3,23-09-2021,8,03-10-2021,19-10-2021,58066.8
7658596,57357,4,23-09-2021,4,25-09-2021,14-10-2021,6383
7658597,57536,5,23-09-2021,7,02-10-2021,21-10-2021,14275
7658598,57425,3,23-09-2021,6,28-09-2021,29-09-2021,37225.76
7658599,57490,4,23-09-2021,8,26-09-2021,30-09-2021,16676
7658600,57546,4,23-09-2021,7,28-09-2021,12-10-2021,20758
7658601,57127,4,24-09-2021,2,29-09-2021,06-10-2021,5922
7658602,57461,4,24-09-2021,3,26-09-2021,13-10-2021,3150
7658603,57281,3,24-09-2021,6,01-10-2021,02-10-2021,36761.12
7658604,57209,4,24-09-2021,5,04-10-2021,15-10-2021,21940
7658605,57290,3,24-09-2021,2,28-09-2021,15-10-2021,27104
7658606,57466,5,24-09-2021,8,25-09-2021,12-10-2021,905
7658607,57538,3,24-09-2021,7,03-10-2021,11-10-2021,6151.2
7658608,57466,4,24-09-2021,4,27-09-2021,03-10-2021,19710
7658609,57516,5,24-09-2021,3,01-10-2021,21-10-2021,21502
7658610,57404,4,24-09-2021,1,03-10-2021,09-10-2021,49372
7658611,57222,4,24-09-2021,4,02-10-2021,16-10-2021,38688
7658612,57534,6,24-09-2021,8,26-09-2021,15-10-2021,18039
7658613,57386,4,24-09-2021,6,30-09-2021,10-10-2021,14309
7658614,57500,5,25-09-2021,8,27-09-2021,08-10-2021,18359
7658615,57357,4,25-09-2021,1,26-09-2021,11-10-2021,7852
7658616,57486,4,25-09-2021,5,03-10-2021,05-10-2021,6959
7658617,57350,5,25-09-2021,2,30-09-2021,19-10-2021,10255
7658618,57529,2,25-09-2021,8,01-10-2021,04-10-2021,14182
7658619,57396,3,25-09-2021,2,03-10-2021,09-10-2021,9079.84
7658620,57250,4,25-09-2021,7,05-10-2021,08-10-2021,23717
7658621,57489,3,25-09-2021,5,03-10-2021,09-10-2021,17682.72
7658622,57262,4,25-09-2021,8,26-09-2021,15-10-2021,15593
7658623,57509,3,25-09-2021,8,03-10-2021,23-10-2021,1098.24
7658624,57353,6,25-09-2021,4,29-09-2021,08-10-2021,5040
7658625,57094,3,25-09-2021,2,02-10-2021,18-10-2021,15502.96
7658626,57334,4,25-09-2021,8,03-10-2021,22-10-2021,25252
7658627,57514,4,25-09-2021,4,27-09-2021,28-09-2021,35306
7658628,57179,3,25-09-2021,7,27-09-2021,06-10-2021,14040.4
7658629,57379,3,26-09-2021,7,05-10-2021,18-10-2021,1617.44
7658630,57365,3,26-09-2021,5,29-09-2021,06-10-2021,13867.92
7658631,57460,4,26-09-2021,4,03-10-2021,07-10-2021,17982
7658632,57298,6,26-09-2021,3,02-10-2021,09-10-2021,61884
7658633,57460,4,26-09-2021,1,02-10-2021,06-10-2021,1320
7658634,57347,4,26-09-2021,5,03-10-2021,22-10-2021,36027
7658635,57285,4,26-09-2021,7,04-10-2021,22-10-2021,3900
7658636,57447,5,26-09-2021,5,01-10-2021,19-10-2021,61
7658637,57535,4,26-09-2021,5,29-09-2021,18-10-2021,28932
7658638,57492,4,26-09-2021,3,27-09-2021,14-10-2021,20372
7658639,57416,4,26-09-2021,8,27-09-2021,12-10-2021,4316
7658640,57202,5,26-09-2021,1,03-10-2021,16-10-2021,24746
7658641,57479,4,26-09-2021,5,02-10-2021,04-10-2021,21940
7658642,57533,6,26-09-2021,4,03-10-2021,13-10-2021,2330
7658643,57394,6,26-09-2021,3,05-10-2021,14-10-2021,23757
7658644,57459,6,26-09-2021,3,02-10-2021,03-10-2021,8252
7658645,57513,4,27-09-2021,8,06-10-2021,08-10-2021,3080
7658646,57213,4,27-09-2021,7,06-10-2021,12-10-2021,35598
7658647,57084,4,27-09-2021,5,03-10-2021,23-10-2021,21223
7658648,57090,3,27-09-2021,5,05-10-2021,09-10-2021,28668.64
7658649,57515,5,27-09-2021,7,06-10-2021,08-10-2021,55774
7658650,57252,5,27-09-2021,8,29-09-2021,08-10-2021,10919
7658651,57100,1,27-09-2021,7,02-10-2021,08-10-2021,24769.35
7658652,57529,4,27-09-2021,4,03-10-2021,20-10-2021,550
7658653,57422,5,27-09-2021,3,07-10-2021,26-10-2021,45701
7658654,57326,3,27-09-2021,8,06-10-2021,17-10-2021,13120.8
7658655,57433,4,27-09-2021,7,03-10-2021,18-10-2021,22806
7658656,57155,5,27-09-2021,1,04-10-2021,08-10-2021,8724
7658657,57540,4,27-09-2021,5,01-10-2021,10-10-2021,7615
7658658,57447,4,27-09-2021,1,01-10-2021,13-10-2021,35598
7658659,57488,3,28-09-2021,7,02-10-2021,14-10-2021,13876.72
7658660,57430,4,28-09-2021,4,30-09-2021,04-10-2021,10749
7658661,57527,4,28-09-2021,6,08-10-2021,18-10-2021,13849
7658662,57129,4,28-09-2021,2,06-10-2021,15-10-2021,5588
